,host_location,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,en_bookable__f,en_bookable__t,en_id_ver__f,en_id_ver__t,en_room_type__Entire home/apt,en_room_type__Hotel room,en_room_type__Private room,en_available__f,en_available__t,en_profilepic__f,en_profilepic__t,en_prop_type__Boat,en_prop_type__Camper/RV,en_prop_type__Casa particular,en_prop_type__Dome,en_prop_type__Entire bungalow,en_prop_type__Entire cabin,en_prop_type__Entire chalet,en_prop_type__Entire condo,en_prop_type__Entire cottage,en_prop_type__Entire guest suite,en_prop_type__Entire guesthouse,en_prop_type__Entire home,en_prop_type__Entire loft,en_prop_type__Entire place,en_prop_type__Entire rental unit,en_prop_type__Entire serviced apartment,en_prop_type__Entire townhouse,en_prop_type__Entire vacation home,en_prop_type__Entire villa,en_prop_type__Farm stay,en_prop_type__Houseboat,en_prop_type__Island,en_prop_type__Private room,en_prop_type__Private room in barn,en_prop_type__Private room in bed and breakfast,en_prop_type__Private room in boat,en_prop_type__Private room in bungalow,en_prop_type__Private room in casa particular,en_prop_type__Private room in chalet,en_prop_type__Private room in condo,en_prop_type__Private room in cottage,en_prop_type__Private room in earthen home,en_prop_type__Private room in farm stay,en_prop_type__Private room in guest suite,en_prop_type__Private room in guesthouse,en_prop_type__Private room in home,en_prop_type__Private room in loft,en_prop_type__Private room in minsu,en_prop_type__Private room in rental unit,en_prop_type__Private room in resort,en_prop_type__Private room in serviced apartment,en_prop_type__Private room in tiny home,en_prop_type__Private room in townhouse,en_prop_type__Private room in vacation home,en_prop_type__Private room in villa,en_prop_type__Religious building,en_prop_type__Room in aparthotel,en_prop_type__Room in bed and breakfast,en_prop_type__Room in boutique hotel,en_prop_type__Room in hotel,en_prop_type__Room in serviced apartment,en_prop_type__Shipping container,en_prop_type__Tiny home,en_res_time__a few days or more,en_res_time__within a day,en_res_time__within a few hours,en_res_time__within an hour,en_issuperhost__f,en_issuperhost__t
117135,"Paris, France",100,95,2.0,2.0,6,3.0,3.0,450,5,14,5.0,5.0,14.0,14.0,5.0,14.0,0,10,20,20,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117149,"Bordeaux, France",100,87,2.0,2.0,4,2.0,2.0,135,2,365,2.0,2.0,365.0,365.0,2.0,365.0,3,6,9,16,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.71,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
117158,"Floirac, France",100,91,2.0,4.0,4,2.0,3.0,141,4,30,4.0,4.0,30.0,30.0,4.0,30.0,29,59,82,357,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,2.57,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117171,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,90,3,365,1.0,3.0,365.0,365.0,2.3,365.0,0,0,0,0,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117179,Malta,100,100,1.0,2.0,2,1.0,1.0,45,3,30,3.0,3.0,30.0,30.0,3.0,30.0,27,57,87,362,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117192,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,73,1,15,1.0,1.0,15.0,15.0,1.0,15.0,21,34,64,336,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.81,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117197,"Bordeaux, France",100,100,6.0,7.0,6,3.0,3.0,186,3,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,18,44,74,164,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
117203,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,72,5,365,5.0,5.0,365.0,365.0,5.0,365.0,9,18,23,68,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117210,"Bordeaux, France",100,100,1.0,1.0,6,3.0,3.0,149,3,15,3.0,3.0,15.0,15.0,3.0,15.0,23,47,69,314,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.09,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117211,"Villenave-d'Ornon, France",100,100,1.0,1.0,2,1.0,1.0,50,1,1,1.0,1.0,1.0,1.0,1.0,1.0,4,17,47,47,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117219,"Bordeaux, France",100,100,1.0,2.0,2,1.0,1.0,75,2,365,2.0,2.0,365.0,365.0,2.0,365.0,20,26,56,331,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117230,"Bordeaux, France",100,100,4.0,5.0,2,1.0,1.0,34,4,365,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,130,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117234,"Saint-Médard-en-Jalles, France",100,80,1.0,1.0,1,1.0,1.0,31,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,17,26,41,277,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,2.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117239,"Bordeaux, France",100,100,1.0,1.0,6,3.0,3.0,245,4,20,4.0,4.0,20.0,20.0,4.0,20.0,0,0,2,2,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117257,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,99,2,3,2.0,2.0,3.0,3.0,2.0,3.0,1,4,4,169,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.7,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
117262,"Bordeaux, France",100,100,1.0,1.0,3,1.0,1.0,90,2,365,2.0,2.0,365.0,365.0,2.0,365.0,27,57,87,254,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117265,"Bordeaux, France",100,88,1.0,1.0,5,2.0,2.0,87,2,365,2.0,3.0,15.0,365.0,2.0,353.1,2,11,20,20,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117267,"Cenon, France",100,100,1.0,1.0,2,1.0,1.0,100,2,120,2.0,2.0,120.0,120.0,2.0,120.0,10,36,63,153,4,4,1,5.0,5.0,4.75,5.0,5.0,4.75,5.0,1,1,0,0,1.85,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117268,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,90,2,60,2.0,2.0,60.0,60.0,2.0,60.0,17,47,75,123,4,4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,2.67,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117269,"Bordeaux, France",100,100,1.0,1.0,4,2.0,3.0,175,2,14,2.0,2.0,14.0,14.0,2.0,14.0,27,32,40,312,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117270,"Pessac, France",100,100,1.0,1.0,4,2.0,2.0,100,1,10,1.0,5.0,8.0,10.0,1.1,10.0,0,0,8,8,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117273,"Bordeaux, France",100,100,1.0,1.0,4,2.0,2.0,99,2,30,2.0,2.0,30.0,30.0,2.0,30.0,21,45,60,60,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117288,"Bordeaux, France",100,86,1.0,1.0,2,1.0,1.0,111,3,365,3.0,3.0,365.0,365.0,3.0,365.0,6,21,39,39,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117292,"Martignas-sur-Jalle, France",100,100,1.0,1.0,2,1.0,1.0,60,2,10,2.0,2.0,10.0,10.0,2.0,10.0,14,14,14,14,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.48,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117295,"Bordeaux, France",100,100,1.0,1.0,4,3.0,3.0,90,5,15,5.0,5.0,15.0,15.0,5.0,15.0,0,12,13,83,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117304,"Le Bouscat, France",100,80,1.0,1.0,2,1.0,1.0,37,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,13,37,67,158,4,4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,2.35,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117309,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,130,2,10,2.0,2.0,10.0,10.0,2.0,10.0,0,0,8,99,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117317,"Paris, France",100,100,1.0,1.0,4,1.0,1.0,91,2,7,2.0,2.0,7.0,7.0,2.0,7.0,3,3,3,3,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117323,"Bordeaux, France",100,83,1.0,3.0,4,1.0,1.0,58,2,365,2.0,2.0,365.0,365.0,2.0,365.0,1,21,33,94,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117325,"Lille, France",100,100,1.0,2.0,2,1.0,1.0,60,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,10,40,68,343,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117332,"Bordeaux, France",100,93,2.0,2.0,4,1.0,2.0,141,3,7,3.0,3.0,7.0,7.0,3.0,7.0,4,4,34,35,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117337,"Bordeaux, France",100,100,4.0,5.0,2,1.0,1.0,33,4,365,4.0,4.0,365.0,365.0,4.0,365.0,0,20,38,38,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117341,"Pessac, France",100,94,4.0,6.0,4,1.0,2.0,56,4,1125,3.0,4.0,1125.0,1125.0,4.0,1125.0,25,46,46,86,4,4,2,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,2.26,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117344,"Bordeaux, France",100,98,2.0,2.0,2,1.0,1.0,39,2,30,2.0,2.0,30.0,30.0,2.0,30.0,10,25,55,146,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117361,"Bordeaux, France",100,100,1.0,2.0,2,1.0,1.0,53,1,365,1.0,1.0,365.0,365.0,1.0,365.0,23,52,80,192,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117368,"Bordeaux, France",100,100,1.0,1.0,6,3.0,3.0,150,3,20,3.0,3.0,20.0,20.0,3.0,20.0,3,12,12,12,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
117372,"Taillan-Médoc, France",100,100,1.0,3.0,2,1.0,1.0,57,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,266,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117373,"Bordeaux, France",100,100,1.0,2.0,4,1.0,2.0,95,2,365,2.0,2.0,365.0,365.0,2.0,365.0,17,47,76,96,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.88,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117374,"Pessac, France",100,100,1.0,1.0,2,1.0,1.0,47,2,90,2.0,2.0,90.0,90.0,2.0,90.0,23,48,78,78,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,2.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117375,"Bordeaux, France",100,100,1.0,1.0,6,2.0,3.0,89,2,365,2.0,2.0,365.0,365.0,2.0,365.0,0,3,3,76,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117377,"Antibes, France",100,100,1.0,4.0,2,1.0,1.0,95,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,38,66,73,3,3,1,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.09,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117406,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,70,5,365,5.0,5.0,365.0,365.0,5.0,365.0,0,0,0,10,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117412,"Mérignac, France",100,88,1.0,1.0,2,1.0,2.0,60,2,365,2.0,2.0,365.0,365.0,2.0,365.0,3,24,52,327,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.88,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117415,"Lagny-sur-Marne, France",100,100,1.0,3.0,4,1.0,1.0,50,5,365,5.0,5.0,365.0,365.0,5.0,365.0,6,12,12,12,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117417,"Floirac, France",100,100,1.0,2.0,1,1.0,1.0,39,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,54,84,359,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117419,"Bordeaux, France",100,99,4.0,5.0,3,1.0,2.0,75,1,365,1.0,1.0,365.0,365.0,1.0,365.0,3,23,29,29,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,1,0,2.05,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117423,"Cenon, France",100,100,1.0,1.0,2,1.0,1.0,46,2,6,2.0,2.0,6.0,6.0,2.0,6.0,2,31,61,61,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
117424,"Bordeaux, France",100,100,1.0,1.0,2,1.0,1.0,69,4,60,4.0,4.0,60.0,60.0,4.0,60.0,27,57,80,80,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
117434,"Paris, France",100,100,3.0,11.0,4,2.0,3.0,115,3,365,3.0,3.0,365.0,365.0,3.0,365.0,11,38,50,50,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.22,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
