,host_location,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,en_bookable__f,en_bookable__t,en_id_ver__f,en_id_ver__t,en_room_type__Entire home/apt,en_room_type__Hotel room,en_room_type__Private room,en_available__f,en_available__t,en_profilepic__f,en_profilepic__t,en_prop_type__Boat,en_prop_type__Camper/RV,en_prop_type__Casa particular,en_prop_type__Dome,en_prop_type__Entire bungalow,en_prop_type__Entire cabin,en_prop_type__Entire chalet,en_prop_type__Entire condo,en_prop_type__Entire cottage,en_prop_type__Entire guest suite,en_prop_type__Entire guesthouse,en_prop_type__Entire home,en_prop_type__Entire loft,en_prop_type__Entire place,en_prop_type__Entire rental unit,en_prop_type__Entire serviced apartment,en_prop_type__Entire townhouse,en_prop_type__Entire vacation home,en_prop_type__Entire villa,en_prop_type__Farm stay,en_prop_type__Houseboat,en_prop_type__Island,en_prop_type__Private room,en_prop_type__Private room in barn,en_prop_type__Private room in bed and breakfast,en_prop_type__Private room in boat,en_prop_type__Private room in bungalow,en_prop_type__Private room in casa particular,en_prop_type__Private room in chalet,en_prop_type__Private room in condo,en_prop_type__Private room in cottage,en_prop_type__Private room in earthen home,en_prop_type__Private room in farm stay,en_prop_type__Private room in guest suite,en_prop_type__Private room in guesthouse,en_prop_type__Private room in home,en_prop_type__Private room in loft,en_prop_type__Private room in minsu,en_prop_type__Private room in rental unit,en_prop_type__Private room in resort,en_prop_type__Private room in serviced apartment,en_prop_type__Private room in tiny home,en_prop_type__Private room in townhouse,en_prop_type__Private room in vacation home,en_prop_type__Private room in villa,en_prop_type__Religious building,en_prop_type__Room in aparthotel,en_prop_type__Room in bed and breakfast,en_prop_type__Room in boutique hotel,en_prop_type__Room in hotel,en_prop_type__Room in serviced apartment,en_prop_type__Shipping container,en_prop_type__Tiny home,en_res_time__a few days or more,en_res_time__within a day,en_res_time__within a few hours,en_res_time__within an hour,en_issuperhost__f,en_issuperhost__t
141119,"Fort Lauderdale, FL",100,100,3.0,4.0,4,2.0,2.0,145,1,28,1.0,4.0,1125.0,1125.0,2.9,1125.0,30,60,90,180,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,2.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141145,"Tigre, Argentina",100,100,3.0,3.0,4,1.0,2.0,125,2,365,2.0,3.0,365.0,365.0,2.3,365.0,25,55,85,360,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141150,"Hollywood, FL",100,100,3.0,4.0,2,1.0,2.0,73,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,15,45,75,349,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.79,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141153,"Miramar, FL",100,83,2.0,2.0,2,1.0,1.0,75,1,365,1.0,1.0,365.0,365.0,1.0,365.0,28,58,88,363,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141181,"Fort Lauderdale, FL",100,100,1.0,1.0,3,1.0,1.0,150,1,5,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,175,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.18,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141185,"Moreno Valley, CA",100,100,3.0,13.0,4,1.0,1.0,250,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141190,"Fort Lauderdale, FL",100,100,8.0,9.0,6,3.0,3.0,220,2,365,2.0,2.0,365.0,365.0,2.0,365.0,2,13,43,103,4,4,2,4.75,4.75,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.4,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141200,"Tigre, Argentina",100,100,3.0,3.0,6,2.0,3.0,250,3,365,3.0,3.0,15.0,365.0,3.0,351.5,25,51,81,356,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141204,"Miami, FL",100,100,1.0,2.0,2,1.0,1.0,125,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141241,"Fort Lauderdale, FL",100,100,1.0,3.0,2,1.0,1.0,83,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141266,"Jacksonville, FL",100,98,3.0,3.0,5,3.0,3.0,205,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,15,45,75,350,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141274,"Fort Lauderdale, FL",100,100,1.0,1.0,5,2.0,3.0,102,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,24,54,84,264,4,4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.35,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141298,"Hollywood, FL",100,100,1.0,3.0,2,1.0,1.0,128,5,21,5.0,5.0,1125.0,1125.0,5.0,1125.0,30,36,57,57,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.2,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141302,"Aventura, FL",100,92,4.0,4.0,1,1.0,1.0,240,2,365,2.0,2.0,365.0,365.0,2.0,365.0,30,60,90,180,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141303,"Miramar, FL",100,100,1.0,1.0,5,2.0,2.0,208,2,31,2.0,2.0,31.0,31.0,2.0,31.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141307,Canada,100,100,4.0,4.0,6,3.0,3.0,264,4,28,4.0,4.0,1125.0,1125.0,4.0,1125.0,30,60,85,279,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141317,"Fort Lauderdale, FL",100,89,1.0,3.0,4,1.0,2.0,113,2,365,2.0,2.0,365.0,365.0,2.0,365.0,0,24,54,329,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.46,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141361,"Hollywood, FL",100,98,3.0,4.0,5,2.0,2.0,106,1,365,1.0,1.0,365.0,365.0,1.0,365.0,12,40,70,326,3,3,2,5.0,5.0,4.67,5.0,5.0,5.0,5.0,2,2,0,0,2.14,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141375,"Fort Lauderdale, FL",100,100,2.0,2.0,1,1.0,1.0,79,3,365,3.0,3.0,365.0,365.0,3.0,365.0,30,60,90,365,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141379,"Miami, FL",100,100,1.0,1.0,4,1.0,1.0,92,1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141381,"Deerfield Beach, FL",100,100,3.0,3.0,3,1.0,2.0,91,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,24,54,54,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.61,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141382,"Miami, FL",100,100,1.0,1.0,2,1.0,1.0,71,1,7,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.58,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141391,"Fort Lauderdale, FL",100,94,5.0,9.0,6,2.0,3.0,308,2,1125,2.0,3.0,3.0,1125.0,2.9,860.7,10,40,70,328,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141428,"Miami, FL",100,100,7.0,7.0,4,1.0,2.0,165,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,54,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141439,Argentina,100,100,2.0,2.0,4,1.0,2.0,199,5,7,5.0,5.0,7.0,7.0,5.0,7.0,0,0,0,8,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141455,"Fort Lauderdale, FL",100,100,1.0,2.0,3,1.0,1.0,120,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141459,"Miami, FL",100,100,2.0,2.0,2,1.0,1.0,104,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,12,42,222,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.81,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141462,"Deerfield Beach, FL",100,86,5.0,5.0,6,3.0,2.0,189,3,365,3.0,3.0,365.0,365.0,3.0,365.0,27,57,87,362,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,2.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141491,"Los Angeles, CA",100,100,1.0,1.0,2,1.0,1.0,136,1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141503,"Fort Lauderdale, FL",100,100,2.0,2.0,2,1.0,1.0,96,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141521,"Fort Lauderdale, FL",100,100,1.0,2.0,3,1.0,2.0,107,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141544,"New York, NY",100,100,1.0,5.0,6,2.0,2.0,112,1,365,1.0,1.0,365.0,365.0,1.0,365.0,26,56,86,175,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141555,"Hollywood, FL",100,100,3.0,3.0,4,1.0,2.0,182,1,365,2.0,5.0,365.0,365.0,3.3,365.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141557,"Fort Lauderdale, FL",100,100,2.0,2.0,2,1.0,1.0,74,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,53,83,356,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,2.09,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
141564,"Margate, FL",100,100,2.0,2.0,2,1.0,1.0,68,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,58,88,363,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,1.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141568,"Emeryville, CA",100,100,1.0,1.0,6,3.0,3.0,215,1,365,3.0,3.0,48.0,54.0,3.0,48.2,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141573,"Washington, DC",100,91,3.0,4.0,4,1.0,2.0,135,2,365,2.0,2.0,365.0,365.0,2.0,365.0,3,33,35,90,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141576,"Miami, FL",100,100,1.0,1.0,4,1.0,2.0,199,3,30,3.0,3.0,30.0,30.0,3.0,30.0,28,58,88,178,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141584,"Potomac Falls, VA",100,100,4.0,4.0,2,1.0,1.0,140,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141594,"Davie, FL",100,100,1.0,1.0,2,1.0,1.0,104,1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141624,"Miami Beach, FL",100,100,3.0,3.0,6,3.0,3.0,299,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,180,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,2.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141625,"Miami Beach, FL",100,100,3.0,3.0,4,2.0,2.0,184,1,1125,1.0,2.0,1125.0,1125.0,1.0,1125.0,24,54,84,174,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
141628,"Hollywood, FL",100,95,4.0,4.0,6,3.0,3.0,217,4,29,4.0,4.0,29.0,29.0,4.0,29.0,0,21,51,59,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
141633,"Fort Lauderdale, FL",100,100,1.0,2.0,4,1.0,2.0,126,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141636,"Miami, FL",100,100,2.0,2.0,2,1.0,1.0,66,1,365,1.0,1.0,365.0,365.0,1.0,365.0,28,58,88,363,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141637,"Coral Gables, FL",100,100,7.0,7.0,4,1.0,2.0,157,2,30,2.0,2.0,30.0,30.0,2.0,30.0,13,43,73,253,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,1.0,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
141643,"Miami, FL",100,100,2.0,2.0,4,2.0,3.0,96,1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
141650,"Hollywood, FL",100,100,3.0,3.0,4,1.0,2.0,140,1,150,1.0,3.0,1125.0,1125.0,1.9,1125.0,0,0,0,207,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.0,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
